"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2020-09-30","80.3","2.52","5.77","Hyun Jin Ryu",668227,547943,"single","hit_into_play_no_out",,,,,"14","Randy Arozarena singles on a line drive to right fielder Teoscar Hernandez.  ","F","R","L","TB","TOR","X",9,"line_drive",1,1,2020,"1.3","0.6","1.72","2.29","null","null","null",1,1,"Bot","164.17","78.86",,,"643376",,"null",-4.177079346230221,-116.84722779551191,-2.1120208679347563,12.243419435678971,24.111689923337536,-26.45795731280098,"3.29","1.54","260","77.1","23","80.5","1576","6.6",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.88","0.843","0.759","0.90",1,1,0,4,5,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-09-30","85.1","2.34","5.86","Hyun Jin Ryu",668227,547943,"null","foul",,,,,"7","null","F","R","L","TB","TOR","S","null","null",1,0,2020,"-0.2","0.7","-0.57","1.69","null","null","null",1,1,"Bot","null","null",,,"643376",,"null",-6.50420639915732,-123.820120713692,-4.821028927470984,-0.54792101339497,24.82882218939217,-24.607594762673326,"3.29","1.54","6","102.0","-20","85.8","1973","6.7",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.77","null","null","null","null","null","null","null",5,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-09-30","89.0","2.45","5.76","Hyun Jin Ryu",668227,547943,"null","ball",,,,,"14","null","F","R","L","TB","TOR","B","null","null",0,0,2020,"1.5","0.9","1.12","2.40","null","null","null",1,1,"Bot","null","null",,,"643376",,"null",-6.439738694976129,-129.3202169021696,-3.9939084544847088,17.94591851841921,28.80474054057861,-21.920681779026864,"3.47","1.73","null","null","null","89.5","1946","6.8",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.66","null","null","null","null","null","null","null",5,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-09-30","84.3","2.40","5.94","Hyun Jin Ryu",670712,547943,"single","hit_into_play",,,,,"11","Mike Brosseau singles on a line drive to left fielder Lourdes Gurriel Jr. Mike Brosseau out at 2nd on the throw, left fielder Lourdes Gurriel Jr.  to second baseman Joe Panik.  ","F","R","L","TB","TOR","X",7,"line_drive",1,1,2020,"-0.1","0.5","-0.98","2.44","null","null","null",0,1,"Bot","43.36","96.34",,,"643376",,"null",-7.792855215895933,-122.60322032217111,-2.7361966282469314,0.91670574549981,23.99009048676872,-26.830865215099614,"3.34","1.53","239","80.5","21","84.8","1962","6.6",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.90","0.871","0.784","0.90",1,1,0,4,4,"3","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-09-30","88.1","2.28","5.99","Hyun Jin Ryu",670712,547943,"null","called_strike",,,,,"7","null","F","R","L","TB","TOR","S","null","null",1,0,2020,"1.0","1.1","-0.78","2.10","null","null","null",0,1,"Bot","null","null",,,"643376",,"null",-9.651031754474044,-127.85426467844833,-5.602966226443974,13.373260719526673,29.096475579695053,-19.02815549746369,"3.34","1.58","null","null","null","88.4","1842","6.9",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.64","null","null","null","null","null","null","null",4,"2","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-09-30","87.4","2.35","6.03","Hyun Jin Ryu",670712,547943,"null","ball",,,,,"12","null","F","R","L","TB","TOR","B","null","null",0,0,2020,"1.1","1.1","0.35","3.65","null","null","null",0,1,"Bot","null","null",,,"643376",,"null",-7.107499528541513,-127.06721312734324,-1.687366436176829,13.311420000788711,29.346232428341523,-20.66702560061,"3.33","1.62","null","null","null","87.6","1917","6.7",635912,547943,"643376","543768","605412","624415","666182","666971","545341","606192","53.77","null","null","null","null","null","null","null",4,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2020-09-24","79.8","2.49","5.67","Hyun Jin Ryu",518934,547943,"field_out","hit_into_play",,,,,"8","DJ LeMahieu flies out to right fielder Teoscar Hernandez.  ","R","R","L","TOR","NYY","X",9,"fly_ball",0,1,2020,"0.9","0.4","0.23","1.85","null","null",640449,2,7,"Top","194.95","118.72",,,"643376",,"null",-6.708551638688863,-116.11023414674875,-2.466073544978679,9.394062280925084,20.197671701809902,-28.287963841477996,"3.36","1.61","267","85.8","47","80.4","1402","6.5",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.98","0.007","0.006","0.00",1,0,0,3,55,"2","Changeup",4,0,0,4,0,4,0,4,"Strategic","Standard"
"FC","2020-09-24","86.5","2.20","5.93","Hyun Jin Ryu",518934,547943,"null","called_strike",,,,,"2","null","R","R","L","TOR","NYY","S","null","null",0,0,2020,"-0.3","0.6","-0.07","3.25","null","null",640449,2,7,"Top","null","null",,,"643376",,"null",-4.880348611992563,-126.15227784163875,-1.4765381675978748,-2.043366615402633,20.618672273883607,-25.993949142310065,"3.44","1.63","null","null","null","87.4","2038","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.18","null","null","null","null","null","null","null",55,"1","Cutter",4,0,0,4,0,4,0,4,"Strategic","Standard"
"FF","2020-09-24","90.5","2.25","5.86","Hyun Jin Ryu",592450,547943,"field_out","hit_into_play",,,,,"4","Aaron Judge flies out to right fielder Teoscar Hernandez.  ","R","R","L","TOR","NYY","X",9,"fly_ball",2,0,2020,"0.8","0.9","-0.44","2.65","null","null",640449,1,7,"Top","166.49","84.24",,,"643376",,"null",-8.442356383687988,-131.6771859080256,-4.002640908637665,11.171917643537139,23.846085791923375,-21.43579109864031,"3.98","1.86","290","88.0","35","91.1","1951","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.16","0.000","0.000","0.00",1,0,0,3,54,"3","4-Seam Fastball",4,0,0,4,0,4,0,4,"Standard","Standard"
"CH","2020-09-24","79.7","2.38","5.63","Hyun Jin Ryu",592450,547943,"null","ball",,,,,"14","null","R","R","L","TOR","NYY","B","null","null",1,0,2020,"1.1","0.2","0.86","1.43","null","null",640449,1,7,"Top","null","null",,,"643376",,"null",-5.4363580753850345,-116.09025490770748,-2.8553052331206024,11.039861006605424,20.055966691515433,-30.34796152036924,"3.97","1.86","null","null","null","80.2","1355","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.12","null","null","null","null","null","null","null",54,"2","Changeup",4,0,0,4,0,4,0,4,"Standard","Standard"
"FF","2020-09-24","90.5","2.23","5.86","Hyun Jin Ryu",592450,547943,"null","ball",,,,,"13","null","R","R","L","TOR","NYY","B","null","null",0,0,2020,"0.9","1.1","-0.85","2.08","null","null",640449,1,7,"Top","null","null",,,"643376",,"null",-9.539718103901542,-131.4207786297422,-5.9474402685909835,11.83073072852241,24.56759395056209,-18.11242451472542,"4.03","1.94","null","null","null","91.2","1994","6.5",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.95","null","null","null","null","null","null","null",54,"1","4-Seam Fastball",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","85.4","2.29","5.94","Hyun Jin Ryu",543309,547943,"field_out","hit_into_play",,,,,"5","Kyle Higashioka flies out to right fielder Teoscar Hernandez in foul territory.  ","R","R","L","TOR","NYY","X",9,"fly_ball",2,2,2020,"-0.2","0.5","0.19","2.72","null","null",640449,0,7,"Top","207.67","138.71",,,"643376",,"null",-4.681488397781303,-124.4972047339875,-2.416436870098656,-0.7770832844802715,21.670172617564972,-26.666519177832743,"3.29","1.54","234","84.8","53","86.4","2002","6.6",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.94","0.014","0.016","0.00",1,0,0,3,53,"5","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","84.4","2.49","5.86","Hyun Jin Ryu",543309,547943,"null","foul",,,,,"9","null","R","R","L","TOR","NYY","S","null","null",2,1,2020,"-0.1","0.3","0.33","1.94","null","null",640449,0,7,"Top","null","null",,,"643376",,"null",-4.864956170797525,-122.86365127268444,-3.3071697426642332,0.015624141076480282,23.817549732268,-29.10699332436545,"3.29","1.54","293","89.3","34","84.9","2047","6.6",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.94","null","null","null","null","null","null","null",53,"4","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"CH","2020-09-24","80.3","2.52","5.67","Hyun Jin Ryu",543309,547943,"null","ball",,,,,"14","null","R","R","L","TOR","NYY","B","null","null",1,1,2020,"1.2","0.2","1.56","1.92","null","null",640449,0,7,"Top","null","null",,,"643376",,"null",-4.48032951365277,-116.89980673582025,-1.9591937167205131,12.172230596863107,21.741026556137946,-30.49079132269749,"3.35","1.54","null","null","null","80.6","1570","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.07","null","null","null","null","null","null","null",53,"3","Changeup",4,0,0,4,0,4,0,4,"Standard","Standard"
"CH","2020-09-24","79.6","2.51","5.65","Hyun Jin Ryu",543309,547943,"null","called_strike",,,,,"9","null","R","R","L","TOR","NYY","S","null","null",1,0,2020,"1.1","0.4","0.66","1.70","null","null",640449,0,7,"Top","null","null",,,"643376",,"null",-6.209435689530301,-115.83455206177608,-2.80227562574085,11.210907779666048,19.945893803591147,-27.926165141429284,"3.34","1.54","null","null","null","80.4","1612","6.7",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.81","null","null","null","null","null","null","null",53,"2","Changeup",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","84.0","2.42","5.88","Hyun Jin Ryu",543309,547943,"null","ball",,,,,"14","null","R","R","L","TOR","NYY","B","null","null",0,0,2020,"-0.2","0.5","1.28","1.22","null","null",640449,0,7,"Top","null","null",,,"643376",,"null",-2.2487281036113296,-122.43594403951815,-5.44368819188561,-1.6278948078200652,21.235311551122766,-26.596659076059986,"3.38","1.53","null","null","null","84.5","2097","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.22","null","null","null","null","null","null","null",53,"1","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","83.7","2.43","5.80","Hyun Jin Ryu",640449,547943,"single","hit_into_play_no_out",,,,,"5","Clint Frazier singles on a line drive to center fielder Randal Grichuk.  ","R","R","L","TOR","NYY","X",8,"line_drive",3,1,2020,"-0.3","0.5","0.04","2.32","null","null","null",0,7,"Top","125.25","107.66",,,"643376",,"null",-4.922422160132201,-121.88308178052735,-2.5845813046984167,-2.224808205524729,21.210234959501218,-27.354071992149702,"3.41","1.61","221","99.1","12","84.2","1995","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.16","0.929","0.836","0.90",1,1,0,4,52,"5","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"SI","2020-09-24","87.0","2.22","5.85","Hyun Jin Ryu",640449,547943,"null","called_strike",,,,,"2","null","R","R","L","TOR","NYY","S","null","null",3,0,2020,"1.0","0.8","0.25","3.19","null","null","null",0,7,"Top","null","null",,,"643376",,"null",-6.834761903150717,-126.63752916324668,-1.885220349279622,12.432839811476907,24.168690045998705,-23.46814017557684,"3.51","1.61","null","null","null","87.3","1735","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.21","null","null","null","null","null","null","null",52,"4","Sinker",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","84.7","2.29","5.92","Hyun Jin Ryu",640449,547943,"null","ball",,,,,"12","null","R","R","L","TOR","NYY","B","null","null",2,0,2020,"0.0","0.5","1.28","3.44","null","null","null",0,7,"Top","null","null",,,"643376",,"null",-2.315562942734742,-123.4943767178657,-0.5735612653358998,0.2556387566496249,20.658573276692252,-26.95248788193713,"3.46","1.61","null","null","null","85.2","1912","6.2",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.33","null","null","null","null","null","null","null",52,"3","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","84.3","2.34","5.94","Hyun Jin Ryu",640449,547943,"null","ball",,,,,"3","null","R","R","L","TOR","NYY","B","null","null",1,0,2020,"-0.1","0.5","0.76","3.03","null","null","null",0,7,"Top","null","null",,,"643376",,"null",-3.4903982538248965,-122.92242165781606,-1.4036982203455568,-0.3005629295712946,20.568869037615073,-27.495031421892197,"3.39","1.62","null","null","null","84.9","1984","6.2",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.29","null","null","null","null","null","null","null",52,"2","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"FC","2020-09-24","83.6","2.34","6.06","Hyun Jin Ryu",640449,547943,"null","ball",,,,,"12","null","R","R","L","TOR","NYY","B","null","null",0,0,2020,"0.0","0.5","0.50","4.07","null","null","null",0,7,"Top","null","null",,,"643376",,"null",-4.195941863132769,-121.86530319569175,0.6537993869390212,0.4350829013541754,19.900585462931232,-26.995653506779995,"3.47","1.59","null","null","null","84.1","1937","6.1",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.37","null","null","null","null","null","null","null",52,"1","Cutter",4,0,0,4,0,4,0,4,"Standard","Standard"
"CH","2020-09-24","78.9","2.58","5.65","Hyun Jin Ryu",570482,547943,"field_out","hit_into_play",,,,,"14","Gio Urshela grounds out, second baseman Jonathan Villar to first baseman Vladimir Guerrero Jr. ","R","R","L","TOR","NYY","X",4,"ground_ball",2,2,2020,"1.2","0.5","1.01","2.12",572228,"null",543305,2,6,"Top","142.64","144.11",,,"643376",,"null",-5.678713711772001,-114.83552479362426,-1.8111722774516918,11.657764198889971,19.117008773742143,-27.86046350524376,"3.37","1.59","7","81.4","-18","79.6","1469","6.6",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","53.94","0.100","0.098","0.00",1,0,0,2,44,"6","Changeup",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","87.3","2.32","5.93","Hyun Jin Ryu",570482,547943,"null","foul",,,,,"11","null","R","R","L","TOR","NYY","S","null","null",2,2,2020,"-0.1","0.5","-0.94","3.39",572228,"null",543305,2,6,"Top","null","null",,,"643376",,"null",-7.573948058551473,-127.09635160028772,-1.1099039293144126,-0.30687088148757513,21.308746936515103,-26.528389420230265,"3.37","1.59","180","71.6","54","88.2","2111","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.06","null","null","null","null","null","null","null",44,"5","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","85.9","2.46","5.77","Hyun Jin Ryu",570482,547943,"null","ball",,,,,"14","null","R","R","L","TOR","NYY","B","null","null",1,2,2020,"-0.1","0.2","2.19","2.41",572228,"null",543305,2,6,"Top","null","null",,,"643376",,"null",-0.5123154979017455,-125.2529681808909,-2.307122239598583,-0.5357272073257657,21.15613963954301,-29.446023835395632,"3.62","1.62","null","null","null","86.7","2162","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.18","null","null","null","null","null","null","null",44,"4","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2020-09-24","90.5","2.21","5.82","Hyun Jin Ryu",570482,547943,"null","foul",,,,,"1","null","R","R","L","TOR","NYY","S","null","null",1,1,2020,"0.8","1.0","-0.47","3.41",572228,"null",543305,2,6,"Top","null","null",,,"643376",,"null",-8.376445113500552,-131.59297064621313,-2.3255436845816626,10.75936289004053,24.75413580464397,-19.84693670181099,"3.37","1.59","223","73.8","46","91.1","1983","6.5",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.04","null","null","null","null","null","null","null",44,"3","4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","87.3","2.22","5.99","Hyun Jin Ryu",570482,547943,"null","foul",,,,,"2","null","R","R","L","TOR","NYY","S","null","null",1,0,2020,"0.1","0.8","-0.05","3.30",572228,"null",543305,2,6,"Top","null","null",,,"643376",,"null",-5.665607022803635,-127.1383738699062,-2.002461334303123,2.0814400376594735,23.878802673801736,-23.45377385911658,"3.37","1.59","150","96.7","8","88.0","2051","6.5",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.03","null","null","null","null","null","null","null",44,"2","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2020-09-24","90.4","2.42","5.84","Hyun Jin Ryu",570482,547943,"null","ball",,,,,"12","null","R","R","L","TOR","NYY","B","null","null",0,0,2020,"0.7","1.2","1.36","4.01",572228,"null",543305,2,6,"Top","null","null",,,"643376",,"null",-4.133803684785892,-131.69617638114065,-1.2068685448851286,9.015708620344407,27.08884391716677,-18.071823143120014,"3.67","1.59","null","null","null","90.7","2045","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.16","null","null","null","null","null","null","null",44,"1","4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","87.9","2.27","5.88","Hyun Jin Ryu",650402,547943,"field_out","hit_into_play",,,,,"2","Gleyber Torres flies out to right fielder Teoscar Hernandez.   Luke Voit to 3rd.  ","R","R","L","TOR","NYY","X",9,"fly_ball",0,1,2020,"0.0","0.9","-0.09","3.06","null",572228,543305,1,6,"Top","164.08","72.12",,,"643376",,"null",-5.76568458792971,-128.02652912137455,-2.7054037583111756,1.2029340440166723,21.945068442068063,-21.848461782825062,"3.22","1.52","315","88.0","31","88.6","2046","6.3",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.18","0.036","0.036","0.00",1,0,0,3,43,"2","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","86.3","2.41","5.86","Hyun Jin Ryu",650402,547943,"null","called_strike",,,,,"9","null","R","R","L","TOR","NYY","S","null","null",0,0,2020,"-0.2","0.8","0.58","1.65","null",572228,543305,1,6,"Top","null","null",,,"643376",,"null",-4.044056916171095,-125.69088283679099,-5.46293178490041,-0.9819073730192649,22.453981738618914,-23.077805714039744,"3.12","1.52","null","null","null","86.9","2092","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.14","null","null","null","null","null","null","null",43,"1","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FC","2020-09-24","88.4","2.20","5.92","Hyun Jin Ryu",519317,547943,"strikeout","swinging_strike",,,,,"13","Giancarlo Stanton strikes out swinging.  ","R","R","L","TOR","NYY","S",2,"null",0,2,2020,"-0.3","0.8","-1.78","2.07","null",572228,543305,0,6,"Top","null","null",,,"643376",,"null",-9.17320341940143,-128.57102691971076,-5.1137241797454305,-1.374211912406736,22.373768586299082,-22.286434496965857,"3.74","1.78","null","null","null","89.1","2096","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.09","null","null","0.00",1,0,0,"null",42,"3","Cutter",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2020-09-24","90.7","2.31","5.84","Hyun Jin Ryu",519317,547943,"null","called_strike",,,,,"13","null","R","R","L","TOR","NYY","S","null","null",0,1,2020,"0.9","1.1","-0.93","2.81","null",572228,543305,0,6,"Top","null","null",,,"643376",,"null",-9.994826124710805,-131.6864128468502,-3.88384007315289,12.426444482072172,27.931271876493543,-19.140658596448276,"3.94","1.83","null","null","null","90.7","2035","6.4",630887,547943,"643376","665489","542340","624415","666182","666971","545341","606192","54.09","null","null","null","null","null","null","null",42,"2","4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard"
