name,throw_bat,year,decade,avg,obp,slg,ops,hr,rbi,rank,team_game
ÀåÁ¾ÈÆ,¿ì¿ì,1988,1980,0.241,0.34,0.427,0.767,12,57,34,108
ÀÌ¼øÃ¶,¿ì¿ì,1989,1980,0.241,0.329,0.378,0.707,12,46,31,120
ÃÖ°è¿µ,¿ì¿ì,1989,1980,0.241,0.333,0.291,0.624,1,21,32,120
È«¹®Á¾,ÁÂÁÂ,1989,1980,0.241,0.308,0.344,0.652,6,31,33,120
¹ÚÁ¾È£,¿ì¾ç,2001,2000,0.241,0.319,0.34,0.658,9,65,47,133
°íµ¿Áø,ÁÂÁÂ,2006,2000,0.241,0.298,0.322,0.62,4,29,36,126
±Ç¿ë°ü,¿ì¿ì,2007,2000,0.241,0.289,0.327,0.615,4,36,43,126
±è¹ÎÀç,¿ì¿ì,2008,2000,0.241,0.298,0.319,0.617,5,35,39,126
¿ÀÁöÈ¯,¿ìÁÂ,2010,2000,0.241,0.332,0.423,0.755,13,61,43,133
½Å¾ðÈ£,¿ì¿ì,1982,1980,0.24,0.314,0.349,0.663,3,26,31,80
±èÁ¤¼ö2,¿ì¿ì,1983,1980,0.24,0.312,0.351,0.663,5,34,32,100
°øÇÊ¼º,¿ì¿ì,1993,1990,0.24,0.292,0.325,0.616,1,38,29,126
±è±âÅÂ,ÁÂÁÂ,1993,1990,0.24,0.384,0.391,0.775,9,43,30,126
±è±¤¸²,ÁÂÁÂ,1994,1990,0.24,0.3,0.33,0.63,4,31,32,126
±èÅÂ±Õ,¿ì¿ì,2000,1990,0.24,0.293,0.326,0.619,4,36,41,133
°­µ¿¿ì,ÁÂÁÂ,2005,2000,0.24,0.315,0.346,0.661,6,38,41,126
ÀÌÁ¾¿í,ÁÂÁÂ,2012,2010,0.24,0.307,0.284,0.591,0,39,40,133
±è¿ë±¹,¿ì¿ì,1985,1980,0.239,0.311,0.359,0.671,7,37,26,110
ÀÌ¼±¿õ,¿ì¿ì,1989,1980,0.239,0.324,0.298,0.622,1,35,34,120
±èÀç¹Ú,¿ì¿ì,1990,1980,0.239,0.301,0.289,0.589,2,45,35,120
±èÈ£,¿ì¿ì,1996,1990,0.239,0.293,0.314,0.606,1,39,34,126
ÃÖÅÂ¿ø,¿ì¿ì,1999,1990,0.239,0.317,0.29,0.607,2,40,44,132
¹ÚÇØ¹Î,¿ìÁÂ,2019,2010,0.239,0.313,0.328,0.641,5,44,54,144
½Å¾ðÈ£,¿ì¿ì,1984,1980,0.238,0.305,0.292,0.597,2,29,28,100
±è¹ÎÈ£2,¿ì¿ì,1997,1990,0.238,0.308,0.325,0.634,6,34,36,126
