Player,Date,Tournament,Surface,Round,W/L,Score
Roger Federer,20-06-2011,Wimbledon,Grass,R16,W,"6-7(5), 6-3, 6-3, 6-3"
Roger Federer,20-06-2011,Wimbledon,Grass,R32,W,"6-4, 6-2, 6-4"
Roger Federer,20-06-2011,Wimbledon,Grass,R64,W,"6-2, 6-3, 6-2"
Roger Federer,20-06-2011,Wimbledon,Grass,R128,W,"7-6(2), 6-4, 6-2"
Roger Federer,22-05-2011,Roland Garros,Clay,F,L,"7-5, 7-6(3), 5-7, 6-1"
Roger Federer,22-05-2011,Roland Garros,Clay,SF,W,"7-6(5), 6-3, 3-6, 7-6(5)"
Roger Federer,22-05-2011,Roland Garros,Clay,QF,W,"6-4, 6-3, 7-6(3)"
Roger Federer,22-05-2011,Roland Garros,Clay,R16,W,"6-3, 6-2, 7-5"
Roger Federer,22-05-2011,Roland Garros,Clay,R32,W,"6-1, 6-4, 6-3"
Roger Federer,22-05-2011,Roland Garros,Clay,R64,W,"6-3, 6-0, 6-2"
Roger Federer,22-05-2011,Roland Garros,Clay,R128,W,"6-3, 6-4, 7-6(3)"
Roger Federer,08-05-2011,Rome Masters,Clay,R16,L,"4-6, 7-6(2), 7-6(4)"
Roger Federer,08-05-2011,Rome Masters,Clay,R32,W,"6-4, 6-2"
Roger Federer,01-05-2011,Madrid Masters,Clay,SF,L,"5-7, 6-1, 6-3"
Roger Federer,01-05-2011,Madrid Masters,Clay,QF,W,"7-6(2), 6-4"
Roger Federer,01-05-2011,Madrid Masters,Clay,R16,W,"6-4, 6-3"
Roger Federer,01-05-2011,Madrid Masters,Clay,R32,W,"7-6(13), 6-7(1), 7-6(7)"
Roger Federer,10-04-2011,Monte Carlo Masters,Clay,QF,L,"6-4, 6-4"
Roger Federer,10-04-2011,Monte Carlo Masters,Clay,R16,W,"6-4, 6-3"
Roger Federer,10-04-2011,Monte Carlo Masters,Clay,R32,W,"6-2, 6-1"
Roger Federer,23-03-2011,Miami Masters,Hard,SF,L,"6-3, 6-2"
Roger Federer,23-03-2011,Miami Masters,Hard,QF,W R,"3-0, RET"
Roger Federer,23-03-2011,Miami Masters,Hard,R16,W,"6-3, 6-1"
Roger Federer,23-03-2011,Miami Masters,Hard,R32,W,"7-6(4), 6-4"
Roger Federer,23-03-2011,Miami Masters,Hard,R64,W,"6-3, 6-3"
Roger Federer,10-03-2011,Indian Wells Masters,Hard,SF,L,"6-3, 3-6, 6-2"
Roger Federer,10-03-2011,Indian Wells Masters,Hard,QF,W,"6-3, 6-4"
Roger Federer,10-03-2011,Indian Wells Masters,Hard,R16,W,"7-6(4), 6-3"
Roger Federer,10-03-2011,Indian Wells Masters,Hard,R32,W,"6-0, 6-2"
Roger Federer,10-03-2011,Indian Wells Masters,Hard,R64,W,"7-5, 7-6(4)"
Roger Federer,21-02-2011,Dubai,Hard,F,L,"6-3, 6-3"
Roger Federer,21-02-2011,Dubai,Hard,SF,W,"6-2, 7-5"
Roger Federer,21-02-2011,Dubai,Hard,QF,W,"6-3, 6-4"
Roger Federer,21-02-2011,Dubai,Hard,R16,W,"6-3, 6-4"
Roger Federer,21-02-2011,Dubai,Hard,R32,W,"6-3, 6-3"
Roger Federer,17-01-2011,Australian Open,Hard,SF,L,"7-6(3), 7-5, 6-4"
Roger Federer,17-01-2011,Australian Open,Hard,QF,W,"6-1, 6-3, 6-3"
Roger Federer,17-01-2011,Australian Open,Hard,R16,W,"6-3, 3-6, 6-3, 6-2"
Roger Federer,17-01-2011,Australian Open,Hard,R32,W,"6-3, 6-3, 6-1"
Roger Federer,17-01-2011,Australian Open,Hard,R64,W,"6-2, 6-3, 4-6, 4-6, 6-3"
Roger Federer,17-01-2011,Australian Open,Hard,R128,W,"6-1, 6-1, 6-3"
Roger Federer,03-01-2011,Doha,Hard,F,W,"6-3, 6-4"
Roger Federer,03-01-2011,Doha,Hard,SF,W,"6-3, 7-6(2)"
Roger Federer,03-01-2011,Doha,Hard,QF,W,"6-2, 6-2"
Roger Federer,03-01-2011,Doha,Hard,R16,W,"7-6(5), 7-5"
Roger Federer,03-01-2011,Doha,Hard,R32,W,"7-6(3), 6-3"
Roger Federer,21-11-2010,Tour Finals,Hard (i),F,W,"6-3, 3-6, 6-1"
Roger Federer,21-11-2010,Tour Finals,Hard (i),SF,W,"6-1, 6-4"
Roger Federer,21-11-2010,Tour Finals,Hard (i),RR,W,"7-6(5), 6-3"
Roger Federer,21-11-2010,Tour Finals,Hard (i),RR,W,"6-4, 6-2"
Roger Federer,21-11-2010,Tour Finals,Hard (i),RR,W,"6-1, 6-4"
Roger Federer,07-11-2010,Paris Masters,Hard (i),SF,L,"7-6(7), 6-7(1), 7-6(4)"
Roger Federer,07-11-2010,Paris Masters,Hard (i),QF,W,"6-1, 7-6(4)"
Roger Federer,07-11-2010,Paris Masters,Hard (i),R16,W,"6-4, 6-3"
Roger Federer,07-11-2010,Paris Masters,Hard (i),R32,W,"6-4, 6-4"
Roger Federer,01-11-2010,Basel,Hard (i),F,W,"6-4, 3-6, 6-1"
Roger Federer,01-11-2010,Basel,Hard (i),SF,W,"6-2, 6-4"
Roger Federer,01-11-2010,Basel,Hard (i),QF,W,"6-3, 6-2"
Roger Federer,01-11-2010,Basel,Hard (i),R16,W,"6-3, 6-4"
Roger Federer,01-11-2010,Basel,Hard (i),R32,W R,"6-4, 5-2, RET"
Roger Federer,18-10-2010,Stockholm,Hard (i),F,W,"6-4, 6-3"
Roger Federer,18-10-2010,Stockholm,Hard (i),SF,W,"7-6(5), 6-2"
Roger Federer,18-10-2010,Stockholm,Hard (i),QF,W,"2-6, 6-3, 6-2"
Roger Federer,18-10-2010,Stockholm,Hard (i),R16,W,"6-1, 6-2"
Roger Federer,10-10-2010,Shanghai Masters,Hard,F,L,"6-3, 6-2"
Roger Federer,10-10-2010,Shanghai Masters,Hard,SF,W,"7-5, 6-4"
Roger Federer,10-10-2010,Shanghai Masters,Hard,QF,W,"6-1, 6-1"
Roger Federer,10-10-2010,Shanghai Masters,Hard,R16,W,"6-3, 6-4"
Roger Federer,10-10-2010,Shanghai Masters,Hard,R32,W,"6-3, 6-4"
Roger Federer,30-08-2010,US Open,Hard,SF,L,"5-7, 6-1, 5-7, 6-2, 7-5"
Roger Federer,30-08-2010,US Open,Hard,QF,W,"6-4, 6-4, 7-5"
Roger Federer,30-08-2010,US Open,Hard,R16,W,"6-3, 7-6(4), 6-3"
Roger Federer,30-08-2010,US Open,Hard,R32,W,"6-4, 6-3, 6-3"
Roger Federer,30-08-2010,US Open,Hard,R64,W,"6-3, 6-4, 6-3"
Roger Federer,30-08-2010,US Open,Hard,R128,W,"6-1, 6-4, 6-2"
Roger Federer,15-08-2010,Cincinnati Masters,Hard,F,W,"6-7(5), 7-6(1), 6-4"
Roger Federer,15-08-2010,Cincinnati Masters,Hard,SF,W,"6-4, 6-3"
Roger Federer,15-08-2010,Cincinnati Masters,Hard,QF,W,"6-4, 7-5"
Roger Federer,15-08-2010,Cincinnati Masters,Hard,R16,W W,W/O
Roger Federer,15-08-2010,Cincinnati Masters,Hard,R32,W R,"5-2, RET"
Roger Federer,09-08-2010,Canada Masters,Hard,F,L,"7-5, 7-5"
Roger Federer,09-08-2010,Canada Masters,Hard,SF,W,"6-1, 3-6, 7-5"
Roger Federer,09-08-2010,Canada Masters,Hard,QF,W,"6-3, 5-7, 7-6(5)"
Roger Federer,09-08-2010,Canada Masters,Hard,R16,W,"7-6(2), 6-3"
Roger Federer,09-08-2010,Canada Masters,Hard,R32,W,"7-6(7), 6-3"
Roger Federer,21-06-2010,Wimbledon,Grass,QF,L,"6-4, 3-6, 6-1, 6-4"
Roger Federer,21-06-2010,Wimbledon,Grass,R16,W,"6-3, 6-2, 6-3"
Roger Federer,21-06-2010,Wimbledon,Grass,R32,W,"6-2, 6-4, 6-2"
Roger Federer,21-06-2010,Wimbledon,Grass,R64,W,"6-3, 6-7(4), 6-4, 7-6(5)"
Roger Federer,21-06-2010,Wimbledon,Grass,R128,W,"5-7, 4-6, 6-4, 7-6(1), 6-0"
Roger Federer,07-06-2010,Halle,Grass,F,L,"3-6, 7-6(4), 6-4"
Roger Federer,07-06-2010,Halle,Grass,SF,W,"7-6(3), 6-4"
Roger Federer,07-06-2010,Halle,Grass,QF,W,"7-5, 6-3"
Roger Federer,07-06-2010,Halle,Grass,R16,W,"6-1, 6-2"
Roger Federer,07-06-2010,Halle,Grass,R32,W,"6-4, 6-4"
Roger Federer,24-05-2010,Roland Garros,Clay,QF,L,"3-6, 6-3, 7-5, 6-4"
Roger Federer,24-05-2010,Roland Garros,Clay,R16,W,"6-3, 7-6(5), 6-2"
Roger Federer,24-05-2010,Roland Garros,Clay,R32,W,"6-4, 6-0, 6-4"
Roger Federer,24-05-2010,Roland Garros,Clay,R64,W,"7-6(4), 6-2, 6-4"
Roger Federer,24-05-2010,Roland Garros,Clay,R128,W,"6-4, 6-1, 6-2"
Roger Federer,09-05-2010,Madrid Masters,Clay,F,L,"6-4, 7-6(5)"
Roger Federer,09-05-2010,Madrid Masters,Clay,SF,W,"7-5, 3-6, 6-3"
Roger Federer,09-05-2010,Madrid Masters,Clay,QF,W,"3-6, 6-1, 6-4"
Roger Federer,09-05-2010,Madrid Masters,Clay,R16,W,"6-3, 6-1"
Roger Federer,09-05-2010,Madrid Masters,Clay,R32,W,"6-2, 7-6(4)"
Roger Federer,03-05-2010,Estoril,Clay,SF,L,"6-2, 7-6(5)"
Roger Federer,03-05-2010,Estoril,Clay,QF,W,"7-6(7), 6-2"
Roger Federer,03-05-2010,Estoril,Clay,R16,W,"6-3, 6-4"
Roger Federer,25-04-2010,Rome Masters,Clay,R32,L,"2-6, 6-1, 7-5"
Roger Federer,24-03-2010,Miami Masters,Hard,R16,L,"6-4, 6-7(3), 7-6(6)"
Roger Federer,24-03-2010,Miami Masters,Hard,R32,W,"7-6(2), 7-6(3)"
Roger Federer,24-03-2010,Miami Masters,Hard,R64,W,"6-3, 6-3"
Roger Federer,11-03-2010,Indian Wells Masters,Hard,R32,L,"5-7, 7-5, 7-6(4)"
Roger Federer,11-03-2010,Indian Wells Masters,Hard,R64,W,"6-3, 6-7(5), 6-1"
Roger Federer,18-01-2010,Australian Open,Hard,F,W,"6-3, 6-4, 7-6(11)"
Roger Federer,18-01-2010,Australian Open,Hard,SF,W,"6-2, 6-3, 6-2"
Roger Federer,18-01-2010,Australian Open,Hard,QF,W,"2-6, 6-3, 6-0, 7-5"
Roger Federer,18-01-2010,Australian Open,Hard,R16,W,"6-2, 6-3, 6-4"
Roger Federer,18-01-2010,Australian Open,Hard,R32,W,"6-3, 6-4, 6-4"
Roger Federer,18-01-2010,Australian Open,Hard,R64,W,"6-2, 6-3, 6-2"
Roger Federer,18-01-2010,Australian Open,Hard,R128,W,"4-6, 6-2, 7-6(2), 6-0"
Roger Federer,04-01-2010,Doha,Hard,SF,L,"6-4, 6-4"
Roger Federer,04-01-2010,Doha,Hard,QF,W,"6-2, 4-6, 6-4"
Roger Federer,04-01-2010,Doha,Hard,R16,W,"6-2, 6-4"
Roger Federer,04-01-2010,Doha,Hard,R32,W,"6-1, 6-2"
Roger Federer,22-11-2009,Tour Finals,Hard (i),SF,L,"6-2, 4-6, 7-5"
Roger Federer,22-11-2009,Tour Finals,Hard (i),RR,L,"6-2, 6-7(5), 6-3"
Roger Federer,22-11-2009,Tour Finals,Hard (i),RR,W,"3-6, 6-3, 6-1"
Roger Federer,22-11-2009,Tour Finals,Hard (i),RR,W,"4-6, 7-5, 6-1"
Roger Federer,08-11-2009,Paris Masters,Hard (i),R32,L,"3-6, 7-6(4), 6-4"
Roger Federer,02-11-2009,Basel,Hard (i),F,L,"6-4, 4-6, 6-2"
Roger Federer,02-11-2009,Basel,Hard (i),SF,W,"7-6(7), 6-3"
Roger Federer,02-11-2009,Basel,Hard (i),QF,W,"6-3, 6-2"
